order_id,marketplace_region,category,fabric,price_usd,discount_pct,is_premium,size_ordered,size_usual,size_mismatch,ordered_multiple_sizes,fit_type,customer_prior_orders,customer_prior_return_rate,avg_review_rating,num_reviews,reviews_read,size_chart_viewed,model_shown,is_gift,device,days_to_delivery,return_shipping_free,return_reason,returned
ORD000022,DE,dress,cotton_stretch,61.98,0,0,4,4,0,0,oversized,6,0.477,3.6,129,1,1,1,0,mobile,8,1,not_returned,0
ORD000023,UK,t_shirt,cotton,82.53,0,0,1,1,0,1,regular,11,0.086,3.21,123,1,1,1,0,desktop,6,1,not_returned,0
ORD000024,US,jacket,jersey,180.81,50,1,2,4,2,0,oversized,2,0.595,3.32,110,1,1,1,1,mobile,11,1,size_too_small,1
ORD000025,UK,shoes,cotton,60.44,20,0,4,4,0,0,slim,7,0.294,4.27,110,0,1,0,0,desktop,4,0,not_returned,0
ORD000026,UK,jacket,blend,67.66,0,0,5,5,0,0,true_to_size,7,0.256,4.7,111,0,1,1,0,mobile,11,1,quality_defect,1
ORD000027,FR,jacket,jersey,126.5,30,1,4,4,0,0,slim,7,0.256,3.6,122,1,0,0,0,desktop,11,0,not_returned,0
ORD000028,US,dress,denim,65.35,10,0,6,6,0,0,true_to_size,3,0.558,3.71,111,0,0,0,0,mobile,6,1,not_returned,0
ORD000029,UK,shoes,jersey,151.62,0,1,1,1,0,0,true_to_size,6,0.472,3.48,117,1,0,1,0,mobile,1,1,not_returned,0
ORD000030,US,activewear,polyester,89.1,20,0,2,2,0,0,slim,7,0.449,3.81,125,1,1,1,0,mobile,7,1,not_returned,0
ORD000031,PL,t_shirt,cotton,27.15,20,0,6,6,0,0,slim,4,0.426,4.02,107,1,0,1,0,tablet,4,1,not_returned,0
ORD000032,DE,dress,denim,60.09,0,0,2,3,1,0,slim,6,0.188,4.32,116,0,1,0,1,mobile,10,0,size_too_small,1
ORD000033,ES,t_shirt,cotton,30.66,0,0,4,3,1,1,oversized,5,0.465,3.75,117,0,0,1,0,desktop,1,1,size_too_large,1
ORD000034,ES,jacket,denim,141.05,40,1,6,6,0,0,slim,9,0.101,4.52,107,0,0,1,0,mobile,9,1,not_returned,0
ORD000035,ES,shoes,polyester,105.24,10,1,0,1,1,0,oversized,8,0.39,3.86,119,1,0,1,0,tablet,4,0,not_returned,0
ORD000036,PL,activewear,polyester,28.15,50,0,1,1,0,0,true_to_size,3,0.11,3.81,125,0,0,0,0,mobile,11,1,not_returned,0
ORD000037,DE,activewear,blend,36.54,10,0,4,4,0,0,regular,6,0.373,4.1,134,0,0,0,0,mobile,10,1,not_returned,0
ORD000038,US,t_shirt,linen,43.98,20,0,5,6,1,1,oversized,14,0.464,3.63,131,0,1,1,1,desktop,1,1,size_too_small,1
ORD000039,DE,dress,wool,109.47,10,1,3,1,2,1,slim,9,0.483,4.28,127,0,1,0,0,desktop,3,1,size_too_large,1
ORD000040,UK,dress,denim,105.75,0,1,6,4,2,1,slim,8,0.507,5.0,121,1,0,1,0,mobile,7,1,size_too_large,1
ORD000041,US,t_shirt,denim,48.52,30,0,2,1,1,1,regular,6,0.526,4.44,134,1,0,1,0,mobile,2,1,wrong_color,1
ORD000042,NL,knitwear,silk,78.23,0,0,2,1,1,0,oversized,9,0.097,3.7,135,1,0,0,0,desktop,11,1,not_returned,0
ORD000043,NL,knitwear,cotton_stretch,107.82,20,1,1,2,1,0,slim,8,0.198,4.05,126,0,1,1,0,mobile,5,1,size_too_small,1
ORD000044,UK,dress,cotton_stretch,68.59,30,0,4,2,2,0,oversized,6,0.146,4.23,119,1,0,0,0,desktop,10,1,not_returned,0
ORD000045,DE,trousers,cotton_stretch,34.43,10,0,3,3,0,1,oversized,5,0.236,3.52,122,0,0,1,0,desktop,4,0,not_returned,0
ORD000046,US,accessories,blend,40.07,0,0,2,2,0,1,regular,9,0.287,4.57,110,1,0,1,0,mobile,9,1,not_returned,0
ORD000047,PL,jacket,wool,360.6,10,1,4,4,0,0,true_to_size,4,0.182,4.14,114,0,1,1,0,desktop,7,0,not_returned,0
ORD000048,UK,jacket,cotton,109.78,20,1,4,4,0,1,oversized,6,0.234,4.7,122,1,0,1,0,mobile,5,1,not_returned,0
ORD000049,IT,activewear,jersey,31.02,20,0,1,1,0,1,slim,6,0.418,5.0,128,0,1,1,0,mobile,8,1,not_returned,0
ORD000050,DE,lingerie,polyester,44.11,40,0,3,3,0,0,slim,7,0.337,5.0,118,0,1,1,0,desktop,8,1,not_returned,0
ORD000051,US,t_shirt,cotton,17.62,20,0,0,0,0,0,true_to_size,4,0.399,3.31,122,0,1,0,1,mobile,3,1,quality_defect,1
ORD000052,UK,activewear,cotton,57.78,30,0,6,6,0,1,true_to_size,7,0.334,4.0,92,0,0,1,0,mobile,11,1,not_returned,0
ORD000053,FR,knitwear,cotton,178.28,30,1,6,6,0,0,true_to_size,4,0.212,3.94,124,1,0,1,0,mobile,5,1,not_returned,0
ORD000054,ES,trousers,denim,19.27,0,0,3,3,0,1,slim,9,0.101,3.9,114,0,1,1,0,mobile,10,1,not_returned,0
ORD000055,FR,jacket,cotton,105.17,10,1,1,1,0,0,oversized,5,0.078,4.45,124,0,0,1,0,desktop,11,1,not_returned,0
ORD000056,DE,jeans,polyester,127.52,0,1,2,2,0,0,oversized,6,0.219,4.53,119,1,0,0,0,mobile,10,0,not_returned,0
ORD000057,NL,activewear,silk,44.21,40,0,0,0,0,0,oversized,8,0.431,3.96,136,1,1,0,0,mobile,6,0,wrong_color,1
ORD000058,US,t_shirt,silk,43.39,10,0,3,3,0,1,slim,7,0.561,3.8,140,1,1,1,0,mobile,6,1,changed_mind,1
ORD000059,ES,t_shirt,denim,19.78,20,0,2,2,0,0,regular,6,0.608,5.0,117,0,0,0,0,desktop,3,1,not_returned,0
ORD000060,UK,trousers,linen,77.9,0,0,3,4,1,0,true_to_size,2,0.574,3.52,134,0,0,0,0,desktop,11,1,size_too_small,1
ORD000061,DE,dress,silk,153.16,10,1,1,2,1,0,slim,2,0.465,3.72,137,1,0,1,0,mobile,8,1,wrong_color,1
ORD000062,DE,lingerie,linen,30.57,0,0,1,1,0,0,slim,2,0.556,4.06,136,0,1,0,0,desktop,8,1,damaged,1
ORD000063,UK,jeans,jersey,54.21,0,0,1,1,0,0,slim,5,0.441,4.69,125,1,1,0,0,desktop,5,0,wrong_color,1
ORD000064,UK,shoes,blend,94.86,0,0,2,2,0,1,oversized,7,0.463,3.32,115,1,1,1,1,tablet,11,0,not_returned,0
ORD000065,US,activewear,polyester,101.51,10,0,1,0,1,0,slim,6,0.482,3.95,105,0,0,1,0,desktop,10,1,size_too_large,1
ORD000066,DE,t_shirt,silk,32.31,20,0,1,1,0,1,regular,5,0.341,3.69,127,0,1,1,0,desktop,8,1,poor_fit,1
ORD000067,US,trousers,denim,48.28,30,0,0,1,1,0,true_to_size,4,0.15,3.91,129,1,0,0,0,desktop,2,0,size_too_small,1
ORD000068,FR,jacket,wool,130.67,0,1,4,5,1,0,slim,6,0.538,4.45,128,1,1,0,0,mobile,10,1,not_returned,0
ORD000069,IT,shoes,cotton_stretch,112.22,10,1,1,1,0,1,oversized,9,0.073,4.44,102,0,1,1,0,desktop,7,1,not_returned,0
ORD000070,DE,jeans,jersey,49.5,20,0,2,4,2,0,regular,8,0.407,4.05,132,0,0,1,0,mobile,1,1,size_too_small,1
ORD000071,CN,shoes,cotton,101.98,0,1,1,1,0,1,true_to_size,7,0.435,4.41,137,0,1,1,0,desktop,8,1,not_returned,0
ORD000072,ES,dress,cotton_stretch,78.94,0,0,0,0,0,1,regular,5,0.273,4.49,113,0,0,0,0,desktop,9,1,not_returned,0
ORD000073,UK,activewear,polyester,47.84,0,0,1,2,1,1,regular,2,0.275,4.06,117,0,0,1,0,mobile,1,1,size_too_small,1
ORD000074,US,dress,cotton,58.16,0,0,4,6,2,0,slim,4,0.2,4.25,129,0,0,1,0,mobile,11,1,size_too_small,1
ORD000075,DE,t_shirt,polyester,18.25,50,0,1,1,0,1,regular,8,0.333,4.16,136,0,0,1,0,mobile,2,1,not_returned,0
ORD000076,CN,trousers,polyester,73.1,20,0,6,6,0,1,true_to_size,8,0.113,4.02,110,1,0,1,0,desktop,7,1,not_returned,0
ORD000077,DE,jeans,wool,114.43,10,1,6,6,0,1,slim,5,0.2,4.42,108,1,0,0,0,mobile,3,1,not_returned,0
ORD000078,DE,activewear,silk,59.92,10,0,1,2,1,0,true_to_size,9,0.696,3.28,127,1,0,0,0,desktop,11,1,poor_fit,1
ORD000079,UK,dress,cotton_stretch,193.78,0,1,2,2,0,0,true_to_size,7,0.136,4.44,135,0,0,1,0,mobile,6,1,not_returned,0
ORD000080,DE,trousers,jersey,65.93,0,0,4,2,2,0,true_to_size,9,0.061,3.76,113,1,0,1,0,tablet,7,0,size_too_large,1
ORD000081,CN,trousers,blend,64.31,0,0,5,5,0,0,regular,9,0.038,4.78,124,1,0,1,0,desktop,11,1,not_returned,0
ORD000082,US,jacket,cotton_stretch,115.85,0,1,6,6,0,0,true_to_size,10,0.185,4.65,128,0,1,1,0,mobile,9,1,not_returned,0
ORD000083,DE,dress,cotton_stretch,108.78,0,1,2,2,0,1,regular,8,0.401,4.43,123,1,0,1,0,desktop,4,1,not_returned,0
ORD000084,DE,jeans,polyester,116.24,10,1,1,2,1,0,true_to_size,7,0.286,3.86,111,0,1,1,0,mobile,8,0,not_returned,0
ORD000085,US,dress,wool,69.73,20,0,3,3,0,1,regular,12,0.231,4.47,124,0,0,1,0,mobile,10,1,not_returned,0
ORD000086,DE,jacket,blend,138.67,20,1,5,5,0,0,slim,3,0.149,3.92,119,0,0,0,0,desktop,9,1,not_returned,0
ORD000087,DE,shoes,denim,113.92,0,1,0,0,0,0,regular,5,0.117,3.73,113,1,0,1,0,desktop,3,1,not_returned,0
ORD000088,UK,shoes,denim,101.52,30,0,2,2,0,0,regular,3,0.17,4.79,124,1,0,0,0,mobile,9,0,not_returned,0
ORD000089,NL,jeans,blend,53.33,20,0,6,6,0,0,regular,10,0.174,3.63,126,0,1,1,0,desktop,11,1,not_returned,0
ORD000090,UK,knitwear,polyester,161.07,30,1,5,5,0,0,true_to_size,11,0.085,4.31,104,0,1,1,0,desktop,4,1,not_returned,0
ORD000091,DE,shoes,cotton,79.84,0,0,6,5,1,0,regular,2,0.325,3.77,129,1,0,1,0,mobile,2,1,poor_fit,1
ORD000092,IT,t_shirt,denim,24.56,20,0,0,0,0,0,true_to_size,8,0.456,4.27,113,0,1,1,1,tablet,11,0,not_returned,0
ORD000093,US,trousers,polyester,42.66,0,0,1,1,0,0,true_to_size,2,0.194,4.01,123,1,0,0,0,desktop,3,0,not_returned,0
ORD000094,UK,accessories,polyester,50.08,0,0,2,2,0,0,slim,5,0.18,4.95,112,0,0,1,1,tablet,10,1,not_returned,0
ORD000095,FR,t_shirt,polyester,21.96,0,0,6,6,0,0,true_to_size,6,0.164,3.1,108,1,1,1,0,mobile,8,0,not_returned,0
ORD000096,US,accessories,polyester,60.24,10,0,5,5,0,0,regular,11,0.27,4.38,122,0,0,1,0,desktop,5,1,not_returned,0
ORD000097,FR,jacket,cotton,143.33,0,1,5,4,1,0,oversized,3,0.214,4.04,104,1,0,1,0,desktop,1,1,size_too_large,1
ORD000098,UK,jeans,polyester,72.56,20,0,4,4,0,1,oversized,10,0.456,4.33,121,0,0,1,0,mobile,2,1,not_returned,0
ORD000099,ES,jeans,linen,56.1,10,0,4,3,1,0,true_to_size,7,0.261,4.11,118,1,1,1,0,mobile,5,1,size_too_large,1
ORD000100,DE,jeans,linen,38.95,50,0,6,6,0,0,true_to_size,4,0.326,2.93,131,0,0,1,0,mobile,7,1,not_returned,0
ORD000101,FR,lingerie,polyester,23.97,0,0,1,0,1,0,true_to_size,4,0.454,3.7,116,0,0,1,1,desktop,6,1,wrong_color,1
ORD000102,ES,activewear,cotton_stretch,37.11,50,0,3,3,0,0,true_to_size,6,0.263,5.0,124,1,0,1,0,mobile,2,1,not_returned,0
ORD000103,DE,shoes,polyester,70.73,0,0,5,5,0,0,true_to_size,5,0.129,4.45,108,1,1,1,0,mobile,4,0,not_returned,0
ORD000104,PL,jeans,wool,40.77,40,0,4,4,0,0,oversized,5,0.13,4.64,120,0,1,1,0,desktop,3,1,not_returned,0
ORD000105,CN,shoes,cotton_stretch,158.74,30,1,0,0,0,0,slim,6,0.592,3.51,129,1,1,1,1,mobile,8,1,changed_mind,1
ORD000106,DE,dress,polyester,69.7,0,0,5,5,0,0,true_to_size,3,0.116,4.01,113,0,1,1,0,mobile,11,1,not_returned,0
ORD000107,NL,jeans,polyester,107.21,0,1,3,3,0,0,regular,3,0.324,4.93,123,0,1,1,0,desktop,11,1,not_returned,0
ORD000108,NL,jeans,cotton_stretch,66.8,40,0,5,5,0,0,regular,8,0.39,3.7,122,0,0,1,0,mobile,6,1,changed_mind,1
ORD000109,US,knitwear,cotton_stretch,76.87,0,0,6,6,0,0,regular,10,0.739,4.37,106,1,0,1,0,mobile,10,1,poor_fit,1
ORD000110,US,t_shirt,wool,19.57,30,0,1,1,0,1,slim,6,0.326,4.72,111,1,0,1,0,mobile,2,1,not_returned,0
ORD000111,UK,dress,wool,101.4,30,0,2,2,0,0,regular,8,0.34,4.33,129,1,0,1,0,mobile,2,1,not_returned,0
ORD000112,US,jeans,silk,76.29,0,0,5,4,1,0,slim,5,0.299,4.02,140,1,1,0,0,desktop,5,1,size_too_large,1
ORD000113,US,trousers,wool,44.55,10,0,5,3,2,1,true_to_size,7,0.353,3.82,143,1,0,1,0,mobile,6,1,size_too_large,1
ORD000114,FR,shoes,polyester,75.39,30,0,3,2,1,0,regular,2,0.454,4.01,115,1,0,1,0,mobile,4,1,not_returned,0
ORD000115,UK,lingerie,cotton_stretch,92.9,0,0,4,4,0,0,regular,2,0.108,4.52,116,0,1,1,0,mobile,9,0,not_returned,0
ORD000116,CN,knitwear,denim,95.36,0,0,4,5,1,0,slim,3,0.255,4.37,145,1,0,1,0,desktop,6,1,not_returned,0
ORD000117,DE,trousers,denim,75.21,0,0,6,6,0,0,regular,3,0.082,4.62,130,1,0,0,0,mobile,4,0,not_returned,0
ORD000118,UK,lingerie,polyester,67.43,0,0,0,0,0,0,slim,7,0.147,4.35,113,0,0,1,0,desktop,9,1,not_returned,0
ORD000119,NL,shoes,silk,147.4,0,1,0,0,0,0,regular,4,0.306,4.3,124,0,1,1,0,mobile,1,1,not_returned,0
ORD000120,US,activewear,polyester,80.11,0,0,5,5,0,0,regular,5,0.359,5.0,101,0,1,0,0,mobile,7,1,not_returned,0
ORD000121,UK,jeans,jersey,103.04,20,1,6,6,0,0,regular,9,0.33,4.38,127,1,0,1,0,desktop,2,0,not_returned,0
ORD000122,ES,trousers,cotton_stretch,45.59,40,0,5,4,1,0,true_to_size,4,0.451,3.74,114,0,1,1,0,mobile,7,0,size_too_large,1
ORD000123,CN,dress,cotton_stretch,101.44,10,0,2,0,2,0,slim,1,0.218,3.79,127,0,1,1,0,mobile,1,0,poor_fit,1
ORD000124,DE,dress,wool,90.94,20,0,6,6,0,0,true_to_size,8,0.212,4.55,120,0,0,1,0,mobile,11,1,not_returned,0
ORD000125,US,activewear,linen,37.79,10,0,3,3,0,0,slim,8,0.422,3.61,122,1,0,1,0,desktop,1,1,not_returned,0
ORD000126,IT,jeans,blend,42.64,0,0,4,4,0,0,regular,3,0.269,3.88,157,0,1,1,0,tablet,11,1,not_returned,0
ORD000127,US,jacket,denim,99.24,0,0,3,2,1,0,true_to_size,9,0.562,4.21,108,0,0,0,0,mobile,3,1,not_returned,0
ORD000128,DE,shoes,wool,125.47,40,1,3,3,0,0,slim,8,0.125,3.46,122,0,1,0,0,mobile,10,1,not_returned,0
ORD000129,NL,dress,denim,68.31,10,0,1,1,0,0,slim,6,0.412,4.47,118,0,0,1,0,desktop,3,1,not_returned,0
ORD000130,FR,shoes,denim,58.97,40,0,4,4,0,0,regular,6,0.433,4.56,119,1,0,1,0,mobile,2,1,not_returned,0
ORD000131,PL,t_shirt,blend,27.48,10,0,5,5,0,0,regular,5,0.253,3.73,122,0,0,1,0,mobile,4,0,not_returned,0
ORD000132,US,lingerie,denim,20.25,20,0,4,4,0,1,slim,8,0.351,4.52,109,1,1,1,0,desktop,7,0,not_returned,0
ORD000133,DE,knitwear,jersey,48.06,10,0,6,6,0,0,oversized,6,0.206,3.29,126,0,1,0,0,mobile,1,0,not_returned,0
ORD000134,FR,accessories,cotton_stretch,34.94,10,0,5,5,0,0,oversized,8,0.374,4.28,131,0,1,1,0,mobile,10,0,not_returned,0
ORD000135,UK,lingerie,jersey,26.93,20,0,6,6,0,0,slim,8,0.127,4.87,113,1,0,1,1,mobile,7,0,not_returned,0
ORD000136,UK,trousers,silk,51.66,20,0,1,1,0,0,slim,10,0.498,4.19,114,1,1,1,0,desktop,4,1,not_returned,0
ORD000137,CN,activewear,blend,77.29,10,0,5,6,1,0,oversized,4,0.096,3.96,121,0,1,1,0,desktop,9,1,not_returned,0
ORD000138,IT,dress,cotton_stretch,129.0,50,1,1,1,0,1,true_to_size,5,0.095,4.86,144,0,0,1,0,mobile,8,1,not_returned,0
ORD000139,NL,t_shirt,silk,43.22,20,0,1,0,1,0,regular,5,0.129,4.18,105,1,0,1,0,mobile,9,1,not_returned,0
ORD000140,NL,accessories,cotton,93.44,50,0,2,2,0,0,regular,2,0.327,3.38,118,0,1,1,0,mobile,2,1,not_returned,0
ORD000141,UK,shoes,polyester,107.92,0,1,6,6,0,0,regular,6,0.108,4.32,125,0,1,1,0,desktop,4,1,not_returned,0
ORD000142,US,jacket,cotton,144.98,20,1,3,2,1,0,regular,4,0.422,4.25,109,0,0,0,0,mobile,5,1,not_returned,0
ORD000143,US,jeans,jersey,112.46,0,1,1,1,0,1,regular,2,0.333,4.64,114,1,0,1,0,desktop,7,1,not_returned,0
ORD000144,DE,lingerie,linen,43.77,0,0,6,6,0,0,oversized,3,0.208,3.82,98,0,1,1,0,mobile,2,1,not_returned,0
ORD000145,UK,dress,jersey,70.74,0,0,0,0,0,0,regular,5,0.224,4.76,124,1,1,0,0,desktop,7,1,not_returned,0
ORD000146,CN,shoes,blend,113.83,30,1,3,3,0,0,true_to_size,9,0.235,4.6,113,0,0,1,0,desktop,5,1,not_returned,0
ORD000147,PL,t_shirt,blend,26.8,10,0,5,6,1,0,regular,5,0.354,4.17,125,0,0,0,0,desktop,10,0,not_returned,0
ORD000148,PL,jeans,jersey,74.36,10,0,0,0,0,1,slim,7,0.584,3.6,91,1,0,1,0,desktop,6,1,not_returned,0
ORD000149,US,activewear,cotton,68.34,30,0,3,4,1,0,slim,8,0.289,4.64,139,0,0,1,0,mobile,3,0,size_too_small,1
ORD000150,FR,trousers,polyester,36.12,30,0,4,4,0,0,true_to_size,6,0.369,4.27,99,0,1,0,0,mobile,4,1,not_returned,0
ORD000151,UK,jeans,jersey,52.43,20,0,2,4,2,0,oversized,5,0.362,5.0,128,1,1,1,0,mobile,8,1,size_too_small,1
ORD000152,US,knitwear,cotton,78.4,0,0,3,4,1,1,regular,4,0.133,3.81,104,0,1,1,0,desktop,7,1,damaged,1
ORD000153,US,trousers,denim,63.2,0,0,4,4,0,1,oversized,6,0.459,4.52,128,0,0,0,0,mobile,2,1,not_returned,0
ORD000154,ES,trousers,jersey,36.23,0,0,6,6,0,1,slim,7,0.407,4.11,121,1,0,0,0,mobile,10,1,not_returned,0
ORD000155,PL,trousers,silk,63.35,0,0,0,1,1,1,regular,13,0.335,4.32,122,1,0,1,0,mobile,11,0,not_returned,0
ORD000156,CN,knitwear,jersey,48.29,10,0,5,4,1,0,regular,6,0.39,4.96,111,1,1,0,0,mobile,8,1,not_returned,0
ORD000157,US,trousers,denim,32.24,50,0,0,2,2,1,slim,6,0.367,3.85,118,1,1,1,0,mobile,10,1,size_too_small,1
ORD000158,US,lingerie,polyester,39.93,10,0,4,5,1,0,slim,8,0.271,3.7,101,0,1,1,0,tablet,10,1,not_returned,0
ORD000159,IT,jacket,cotton,99.32,10,0,3,3,0,1,regular,7,0.182,3.36,136,0,1,1,0,mobile,8,1,not_returned,0
ORD000160,DE,shoes,jersey,156.31,0,1,5,4,1,0,slim,6,0.146,3.31,100,1,1,0,0,tablet,8,1,size_too_large,1
ORD000161,UK,knitwear,jersey,114.19,0,1,3,3,0,0,slim,3,0.303,3.17,119,0,0,0,0,mobile,1,1,not_returned,0
ORD000162,DE,dress,linen,91.62,0,0,1,2,1,0,regular,3,0.158,4.12,132,1,0,1,0,tablet,10,0,size_too_small,1
ORD000163,CN,jeans,cotton,41.71,0,0,0,1,1,0,regular,5,0.325,3.82,125,0,1,1,0,desktop,6,1,size_too_small,1
ORD000164,FR,knitwear,linen,73.99,40,0,3,3,0,0,regular,3,0.491,3.49,134,1,0,1,0,mobile,10,1,poor_fit,1
ORD000165,CN,jacket,polyester,88.08,0,0,0,0,0,0,regular,6,0.134,3.44,114,1,0,1,0,desktop,3,1,not_returned,0
ORD000166,FR,shoes,cotton_stretch,73.46,0,0,4,4,0,1,regular,6,0.365,3.45,117,1,0,1,0,mobile,6,1,not_returned,0
ORD000167,NL,t_shirt,blend,28.5,30,0,0,1,1,1,regular,3,0.462,3.54,132,1,0,1,1,desktop,4,1,size_too_small,1
ORD000168,FR,t_shirt,cotton,26.88,0,0,5,6,1,1,regular,7,0.399,4.17,128,0,1,1,0,mobile,4,0,not_returned,0
ORD000169,UK,trousers,cotton,44.47,0,0,4,3,1,0,oversized,6,0.018,3.6,124,0,0,1,0,desktop,8,1,size_too_large,1
ORD000170,UK,jacket,blend,146.7,0,1,1,1,0,1,slim,3,0.544,4.21,121,0,1,0,0,mobile,3,1,poor_fit,1
ORD000171,UK,dress,polyester,77.23,10,0,1,0,1,0,oversized,7,0.552,4.27,110,0,0,1,1,mobile,11,1,not_returned,0
ORD000172,DE,jeans,blend,74.21,0,0,2,2,0,0,regular,5,0.219,4.27,125,1,0,1,0,mobile,4,1,not_returned,0
ORD000173,FR,lingerie,denim,33.58,30,0,0,0,0,0,regular,10,0.199,4.5,120,1,0,1,0,tablet,2,0,not_returned,0
ORD000174,UK,shoes,silk,73.25,10,0,5,5,0,1,oversized,6,0.177,4.17,126,0,0,1,0,mobile,11,0,poor_fit,1
ORD000175,UK,accessories,blend,22.68,10,0,4,3,1,0,regular,1,0.388,2.7,115,0,1,1,0,desktop,11,1,not_returned,0
ORD000176,FR,dress,denim,83.8,50,0,3,3,0,0,regular,5,0.348,3.51,120,1,0,1,0,mobile,9,1,not_returned,0
ORD000177,ES,lingerie,cotton,17.54,10,0,4,4,0,0,regular,7,0.105,4.06,130,0,0,1,0,mobile,10,0,not_returned,0
ORD000178,NL,jacket,silk,55.89,30,0,4,4,0,0,regular,3,0.369,4.07,130,1,0,1,0,mobile,10,1,not_returned,0
ORD000179,UK,dress,wool,78.87,40,0,1,2,1,0,regular,8,0.23,3.98,106,0,0,1,0,mobile,6,1,not_returned,0
ORD000180,DE,t_shirt,polyester,30.06,0,0,5,5,0,0,true_to_size,10,0.092,4.25,147,0,0,1,0,desktop,7,1,not_returned,0
ORD000181,US,jacket,polyester,150.66,0,1,3,2,1,0,regular,6,0.339,3.33,135,0,0,1,0,tablet,1,1,not_returned,0
ORD000182,US,shoes,blend,160.36,30,1,5,5,0,0,slim,6,0.727,4.51,104,0,0,1,0,desktop,8,1,not_returned,0
ORD000183,US,t_shirt,polyester,29.28,50,0,4,2,2,1,oversized,8,0.69,4.52,102,1,1,1,0,mobile,5,1,size_too_large,1
ORD000184,US,t_shirt,blend,13.35,10,0,0,0,0,0,true_to_size,4,0.301,3.77,109,0,0,0,1,mobile,8,1,not_returned,0
ORD000185,FR,dress,cotton_stretch,72.03,30,0,1,2,1,0,regular,6,0.164,3.68,109,0,1,0,0,mobile,5,1,not_returned,0
ORD000186,PL,dress,blend,94.64,50,0,0,0,0,1,regular,4,0.488,2.68,130,1,0,1,0,desktop,11,0,damaged,1
ORD000187,ES,t_shirt,denim,17.57,40,0,0,0,0,1,true_to_size,7,0.14,4.38,127,1,0,1,0,mobile,9,1,not_returned,0
ORD000188,DE,activewear,blend,52.43,50,0,5,4,1,0,oversized,6,0.187,4.94,112,1,1,1,0,mobile,6,1,not_returned,0
