order_id,return_reason
ORD000163,size_too_small
ORD000164,poor_fit
ORD000165,not_returned
ORD000166,not_returned
ORD000167,size_too_small
ORD000168,not_returned
ORD000169,size_too_large
ORD000170,poor_fit
ORD000171,not_returned
ORD000172,not_returned
ORD000173,not_returned
ORD000174,poor_fit
ORD000175,not_returned
ORD000176,not_returned
ORD000177,not_returned
ORD000178,not_returned
ORD000179,not_returned
ORD000180,not_returned
ORD000181,not_returned
ORD000182,not_returned
ORD000183,size_too_large
ORD000184,not_returned
ORD000185,not_returned
ORD000186,damaged
ORD000187,not_returned
ORD000188,not_returned
ORD000189,size_too_small
ORD000190,poor_fit
ORD000191,not_returned
ORD000192,not_returned
ORD000193,not_returned
ORD000194,size_too_large
ORD000195,size_too_small
ORD000196,size_too_large
ORD000197,not_returned
ORD000198,not_returned
ORD000199,size_too_large
ORD000200,not_returned
ORD000201,size_too_large
ORD000202,not_returned
ORD000203,size_too_large
ORD000204,not_returned
ORD000205,not_returned
ORD000206,not_returned
ORD000207,not_returned
ORD000208,size_too_large
ORD000209,not_returned
ORD000210,size_too_large
ORD000211,not_returned
ORD000212,not_returned
ORD000213,not_returned
ORD000214,not_returned
ORD000215,not_returned
ORD000216,not_returned
ORD000217,not_returned
ORD000218,poor_fit
ORD000219,not_returned
ORD000220,not_returned
ORD000221,size_too_small
ORD000222,not_returned
ORD000223,not_returned
ORD000224,not_returned
ORD000225,not_returned
ORD000226,not_returned
ORD000227,not_returned
ORD000228,not_returned
ORD000229,not_returned
ORD000230,not_returned
ORD000231,not_returned
ORD000232,poor_fit
ORD000233,not_returned
ORD000234,not_returned
ORD000235,not_returned
ORD000236,wrong_color
ORD000237,not_returned
ORD000238,not_returned
ORD000239,not_returned
ORD000240,not_returned
ORD000241,not_returned
ORD000242,poor_fit
ORD000243,size_too_small
ORD000244,wrong_color
ORD000245,not_returned
ORD000246,not_returned
ORD000247,not_returned
ORD000248,not_returned
ORD000249,not_returned
ORD000250,not_returned
ORD000251,poor_fit
ORD000252,size_too_large
ORD000253,size_too_small
ORD000254,not_returned
ORD000255,not_returned
ORD000256,not_returned
ORD000257,not_returned
ORD000258,not_returned
ORD000259,not_returned
ORD000260,not_returned
ORD000261,not_returned
ORD000262,not_returned
ORD000263,not_returned
ORD000264,poor_fit
ORD000265,not_returned
ORD000266,not_returned
ORD000267,size_too_large
ORD000268,not_returned
ORD000269,not_returned
ORD000270,size_too_large
ORD000271,damaged
ORD000272,quality_defect
ORD000273,not_returned
ORD000274,not_returned
ORD000275,not_returned
ORD000276,not_returned
ORD000277,not_returned
ORD000278,not_returned
ORD000279,not_returned
ORD000280,not_returned
ORD000281,size_too_small
ORD000282,not_returned
ORD000283,size_too_small
ORD000284,not_returned
ORD000285,not_returned
ORD000286,not_returned
ORD000287,not_returned
ORD000288,not_returned
ORD000289,not_returned
ORD000290,quality_defect
ORD000291,not_returned
ORD000292,not_returned
ORD000293,size_too_large
ORD000294,not_returned
ORD000295,not_returned
ORD000296,not_returned
ORD000297,not_returned
ORD000298,not_returned
ORD000299,not_returned
ORD000300,not_returned
ORD000301,size_too_large
ORD000302,wrong_color
ORD000303,not_returned
ORD000304,not_returned
ORD000305,not_returned
ORD000306,not_returned
ORD000307,not_returned
ORD000308,poor_fit
ORD000309,size_too_small
ORD000310,not_returned
ORD000311,not_returned
ORD000312,not_returned
ORD000313,not_returned
ORD000314,not_returned
ORD000315,not_returned
ORD000316,size_too_large
ORD000317,not_returned
ORD000318,not_returned
ORD000319,poor_fit
ORD000320,not_returned
ORD000321,not_returned
ORD000322,size_too_large
ORD000323,not_returned
ORD000324,size_too_small
ORD000325,not_returned
ORD000326,not_returned
ORD000327,size_too_large
ORD000328,changed_mind
ORD000329,not_returned
ORD000330,not_returned
ORD000331,not_returned
ORD000332,size_too_small
ORD000333,not_returned
ORD000334,not_returned
ORD000335,not_returned
ORD000336,not_returned
ORD000337,not_returned
ORD000338,not_returned
ORD000339,not_returned
ORD000340,not_returned
ORD000341,not_returned
ORD000342,poor_fit
ORD000343,poor_fit
ORD000344,not_returned
ORD000345,wrong_color
ORD000346,not_returned
ORD000347,not_returned
ORD000348,not_returned
ORD000349,not_returned
ORD000350,not_returned
ORD000351,not_returned
ORD000352,damaged
ORD000353,not_returned
ORD000354,quality_defect
ORD000355,not_returned
ORD000356,size_too_small
ORD000357,not_returned
ORD000358,not_returned
ORD000359,not_returned
ORD000360,not_returned
ORD000361,not_returned
ORD000362,not_returned
ORD000363,not_returned
ORD000364,not_returned
ORD000365,not_returned
ORD000366,not_returned
ORD000367,not_returned
ORD000368,not_returned
ORD000369,poor_fit
ORD000370,not_returned
ORD000371,not_returned
ORD000372,not_returned
ORD000373,not_returned
ORD000374,not_returned
ORD000375,poor_fit
ORD000376,not_returned
ORD000377,size_too_small
ORD000378,size_too_large
ORD000379,not_returned
ORD000380,not_returned
ORD000381,not_returned
ORD000382,not_returned
ORD000383,not_returned
ORD000384,not_returned
ORD000385,size_too_large
ORD000386,not_returned
ORD000387,not_returned
ORD000388,size_too_large
ORD000389,not_returned
ORD000390,not_returned
ORD000391,size_too_small
ORD000392,not_returned
ORD000393,not_returned
ORD000394,not_returned
ORD000395,not_returned
ORD000396,not_returned
ORD000397,not_returned
ORD000398,not_returned
ORD000399,not_returned
ORD000400,not_returned
ORD000401,size_too_small
ORD000402,not_returned
ORD000403,not_returned
ORD000404,not_returned
ORD000405,not_returned
ORD000406,not_returned
ORD000407,quality_defect
ORD000408,quality_defect
ORD000409,not_returned
ORD000410,wrong_color
ORD000411,size_too_small
ORD000412,not_returned
ORD000413,not_returned
ORD000414,not_returned
ORD000415,not_returned
ORD000416,not_returned
ORD000417,size_too_large
ORD000418,size_too_large
ORD000419,not_returned
ORD000420,wrong_color
ORD000421,size_too_small
ORD000422,not_returned
ORD000423,size_too_small
ORD000424,not_returned
ORD000425,not_returned
ORD000426,not_returned
ORD000427,size_too_large
ORD000428,not_returned
ORD000429,not_returned
ORD000430,not_returned
ORD000431,not_returned
ORD000432,not_returned
ORD000433,not_returned
ORD000434,not_returned
ORD000435,not_returned
ORD000436,not_returned
ORD000437,size_too_small
ORD000438,not_returned
ORD000439,not_returned
ORD000440,not_returned
ORD000441,not_returned
ORD000442,not_returned
ORD000443,not_returned
ORD000444,not_returned
ORD000445,size_too_large
ORD000446,not_returned
ORD000447,size_too_small
ORD000448,not_returned
ORD000449,not_returned
ORD000450,not_returned
ORD000451,not_returned
ORD000452,not_returned
ORD000453,not_returned
ORD000454,not_returned
ORD000455,size_too_small
ORD000456,not_returned
ORD000457,not_returned
ORD000458,not_returned
ORD000459,not_returned
ORD000460,not_returned
ORD000461,not_returned
ORD000462,not_returned
ORD000463,not_returned
ORD000464,not_returned
ORD000465,quality_defect
ORD000466,wrong_color
ORD000467,poor_fit
ORD000468,not_returned
ORD000469,not_returned
ORD000470,not_returned
ORD000471,not_returned
ORD000472,poor_fit
ORD000473,not_returned
ORD000474,not_returned
ORD000475,not_returned
ORD000476,not_returned
ORD000477,not_returned
ORD000478,not_returned
ORD000479,not_returned
ORD000480,size_too_large
ORD000481,not_returned
ORD000482,not_returned
ORD000483,not_returned
ORD000484,not_returned
ORD000485,not_returned
ORD000486,not_returned
ORD000487,not_returned
ORD000488,not_returned
ORD000489,not_returned
ORD000490,not_returned
ORD000491,not_returned
ORD000492,not_returned
ORD000493,not_returned
ORD000494,not_returned
ORD000495,wrong_color
ORD000496,not_returned
ORD000497,not_returned
ORD000498,not_returned
ORD000499,not_returned
ORD000500,not_returned
ORD000501,not_returned
ORD000502,not_returned
ORD000503,size_too_large
ORD000504,not_returned
ORD000505,not_returned
ORD000506,not_returned
ORD000507,not_returned
ORD000508,not_returned
ORD000509,not_returned
ORD000510,size_too_small
ORD000511,not_returned
ORD000512,not_returned
ORD000513,size_too_large
ORD000514,not_returned
ORD000515,not_returned
ORD000516,size_too_small
ORD000517,not_returned
ORD000518,size_too_small
ORD000519,not_returned
ORD000520,not_returned
ORD000521,size_too_large
ORD000522,not_returned
ORD000523,not_returned
ORD000524,not_returned
ORD000525,size_too_small
ORD000526,not_returned
ORD000527,wrong_color
ORD000528,quality_defect
ORD000529,not_returned
ORD000530,not_returned
ORD000531,not_returned
ORD000532,damaged
ORD000533,poor_fit
ORD000534,not_returned
ORD000535,not_returned
ORD000536,wrong_color
ORD000537,not_returned
ORD000538,changed_mind
ORD000539,not_returned
ORD000540,not_returned
ORD000541,poor_fit
ORD000542,not_returned
ORD000543,not_returned
ORD000544,not_returned
ORD000545,not_returned
ORD000546,not_returned
ORD000547,changed_mind
ORD000548,not_returned
ORD000549,not_returned
ORD000550,not_returned
ORD000551,not_returned
ORD000552,not_returned
ORD000553,not_returned
ORD000554,poor_fit
ORD000555,not_returned
ORD000556,not_returned
ORD000557,not_returned
ORD000558,size_too_large
ORD000559,not_returned
ORD000560,not_returned
ORD000561,not_returned
ORD000562,not_returned
ORD000563,quality_defect
ORD000564,not_returned
ORD000565,not_returned
ORD000566,not_returned
ORD000567,not_returned
ORD000568,size_too_large
ORD000569,size_too_small
ORD000570,not_returned
ORD000571,not_returned
ORD000572,not_returned
ORD000573,not_returned
ORD000574,not_returned
ORD000575,not_returned
ORD000576,not_returned
ORD000577,not_returned
ORD000578,not_returned
ORD000579,not_returned
ORD000580,not_returned
ORD000581,not_returned
ORD000582,not_returned
ORD000583,not_returned
ORD000584,not_returned
ORD000585,wrong_color
ORD000586,size_too_large
ORD000587,not_returned
ORD000588,not_returned
ORD000589,not_returned
ORD000590,not_returned
ORD000591,not_returned
ORD000592,not_returned
ORD000593,not_returned
ORD000594,not_returned
ORD000595,not_returned
ORD000596,not_returned
ORD000597,size_too_large
ORD000598,not_returned
ORD000599,not_returned
ORD000600,not_returned
ORD000601,not_returned
ORD000602,not_returned
ORD000603,not_returned
ORD000604,not_returned
ORD000605,not_returned
ORD000606,not_returned
ORD000607,wrong_color
ORD000608,not_returned
ORD000609,not_returned
ORD000610,not_returned
ORD000611,poor_fit
ORD000612,not_returned
ORD000613,not_returned
ORD000614,not_returned
ORD000615,not_returned
ORD000616,size_too_small
ORD000617,poor_fit
ORD000618,not_returned
ORD000619,not_returned
ORD000620,size_too_large
ORD000621,not_returned
ORD000622,not_returned
ORD000623,not_returned
ORD000624,not_returned
ORD000625,size_too_small
ORD000626,not_returned
ORD000627,wrong_color
ORD000628,not_returned
ORD000629,not_returned
ORD000630,not_returned
ORD000631,not_returned
ORD000632,not_returned
ORD000633,not_returned
ORD000634,not_returned
ORD000635,not_returned
ORD000636,not_returned
ORD000637,not_returned
ORD000638,not_returned
ORD000639,not_returned
ORD000640,not_returned
ORD000641,not_returned
ORD000642,not_returned
ORD000643,size_too_large
ORD000644,not_returned
ORD000645,size_too_large
ORD000646,wrong_color
ORD000647,not_returned
ORD000648,quality_defect
ORD000649,not_returned
ORD000650,not_returned
ORD000651,not_returned
ORD000652,not_returned
ORD000653,not_returned
ORD000654,not_returned
ORD000655,size_too_large
ORD000656,not_returned
ORD000657,not_returned
ORD000658,size_too_small
ORD000659,not_returned
ORD000660,not_returned
ORD000661,not_returned
ORD000662,quality_defect
ORD000663,not_returned
ORD000664,not_returned
ORD000665,not_returned
ORD000666,size_too_large
ORD000667,not_returned
ORD000668,not_returned
ORD000669,not_returned
ORD000670,not_returned
ORD000671,not_returned
ORD000672,not_returned
ORD000673,not_returned
ORD000674,not_returned
ORD000675,not_returned
ORD000676,poor_fit
ORD000677,not_returned
ORD000678,not_returned
ORD000679,poor_fit
ORD000680,not_returned
ORD000681,not_returned
ORD000682,not_returned
ORD000683,not_returned
ORD000684,not_returned
ORD000685,not_returned
ORD000686,not_returned
ORD000687,poor_fit
ORD000688,not_returned
ORD000689,not_returned
ORD000690,not_returned
ORD000691,not_returned
ORD000692,size_too_large
ORD000693,poor_fit
ORD000694,not_returned
ORD000695,not_returned
ORD000696,not_returned
ORD000697,size_too_large
ORD000698,not_returned
ORD000699,not_returned
ORD000700,not_returned
ORD000701,not_returned
ORD000702,not_returned
ORD000703,not_returned
ORD000704,not_returned
ORD000705,not_returned
ORD000706,not_returned
ORD000707,not_returned
ORD000708,size_too_small
ORD000709,not_returned
ORD000710,size_too_large
ORD000711,not_returned
ORD000712,not_returned
ORD000713,not_returned
ORD000714,not_returned
ORD000715,wrong_color
ORD000716,not_returned
ORD000717,not_returned
ORD000718,not_returned
ORD000719,not_returned
ORD000720,not_returned
ORD000721,not_returned
ORD000722,quality_defect
ORD000723,size_too_large
ORD000724,size_too_small
ORD000725,size_too_small
ORD000726,not_returned
ORD000727,not_returned
ORD000728,wrong_color
ORD000729,poor_fit
ORD000730,not_returned
ORD000731,not_returned
ORD000732,changed_mind
ORD000733,not_returned
ORD000734,not_returned
ORD000735,not_returned
ORD000736,not_returned
ORD000737,not_returned
ORD000738,not_returned
ORD000739,not_returned
ORD000740,changed_mind
ORD000741,not_returned
ORD000742,size_too_small
ORD000743,not_returned
ORD000744,not_returned
ORD000745,not_returned
ORD000746,not_returned
ORD000747,size_too_large
ORD000748,poor_fit
ORD000749,not_returned
ORD000750,not_returned
ORD000751,not_returned
ORD000752,not_returned
ORD000753,not_returned
ORD000754,not_returned
ORD000755,not_returned
ORD000756,not_returned
ORD000757,not_returned
ORD000758,not_returned
ORD000759,not_returned
ORD000760,size_too_small
ORD000761,poor_fit
ORD000762,poor_fit
ORD000763,not_returned
ORD000764,not_returned
ORD000765,not_returned
ORD000766,not_returned
ORD000767,not_returned
ORD000768,not_returned
ORD000769,damaged
ORD000770,not_returned
ORD000771,size_too_large
ORD000772,size_too_large
ORD000773,not_returned
ORD000774,not_returned
ORD000775,size_too_large
ORD000776,not_returned
ORD000777,not_returned
ORD000778,not_returned
ORD000779,poor_fit
ORD000780,not_returned
ORD000781,not_returned
ORD000782,not_returned
ORD000783,not_returned
ORD000784,not_returned
ORD000785,size_too_small
ORD000786,not_returned
ORD000787,size_too_large
ORD000788,not_returned
ORD000789,not_returned
ORD000790,not_returned
ORD000791,not_returned
ORD000792,not_returned
ORD000793,size_too_large
ORD000794,size_too_small
ORD000795,not_returned
ORD000796,wrong_color
ORD000797,wrong_color
ORD000798,not_returned
ORD000799,poor_fit
ORD000800,not_returned
ORD000801,not_returned
ORD000802,not_returned
ORD000803,not_returned
ORD000804,not_returned
ORD000805,not_returned
ORD000806,poor_fit
ORD000807,not_returned
ORD000808,not_returned
ORD000809,not_returned
ORD000810,poor_fit
ORD000811,poor_fit
ORD000812,not_returned
ORD000813,not_returned
ORD000814,not_returned
ORD000815,not_returned
ORD000816,not_returned
ORD000817,not_returned
ORD000818,not_returned
ORD000819,not_returned
ORD000820,not_returned
ORD000821,not_returned
ORD000822,not_returned
ORD000823,not_returned
ORD000824,size_too_small
ORD000825,not_returned
ORD000826,size_too_small
ORD000827,size_too_small
ORD000828,not_returned
ORD000829,wrong_color
ORD000830,not_returned
ORD000831,not_returned
ORD000832,not_returned
ORD000833,not_returned
ORD000834,not_returned
ORD000835,not_returned
ORD000836,not_returned
ORD000837,changed_mind
ORD000838,not_returned
ORD000839,not_returned
ORD000840,size_too_small
ORD000841,not_returned
ORD000842,not_returned
ORD000843,changed_mind
ORD000844,wrong_color
ORD000845,not_returned
ORD000846,not_returned
ORD000847,quality_defect
ORD000848,not_returned
ORD000849,not_returned
ORD000850,size_too_small
ORD000851,not_returned
ORD000852,wrong_color
ORD000853,not_returned
ORD000854,not_returned
ORD000855,not_returned
ORD000856,not_returned
ORD000857,not_returned
ORD000858,not_returned
ORD000859,not_returned
ORD000860,not_returned
ORD000861,not_returned
ORD000862,quality_defect
ORD000863,not_returned
ORD000864,not_returned
ORD000865,not_returned
ORD000866,not_returned
ORD000867,not_returned
ORD000868,not_returned
ORD000869,not_returned
ORD000870,not_returned
ORD000871,poor_fit
ORD000872,not_returned
ORD000873,not_returned
ORD000874,not_returned
ORD000875,not_returned
ORD000876,size_too_small
ORD000877,not_returned
ORD000878,not_returned
ORD000879,not_returned
ORD000880,not_returned
ORD000881,not_returned
ORD000882,poor_fit
ORD000883,not_returned
ORD000884,not_returned
ORD000885,not_returned
ORD000886,not_returned
ORD000887,not_returned
ORD000888,not_returned
ORD000889,quality_defect
ORD000890,not_returned
ORD000891,size_too_small
ORD000892,changed_mind
ORD000893,wrong_color
ORD000894,not_returned
ORD000895,not_returned
ORD000896,not_returned
ORD000897,not_returned
ORD000898,size_too_small
ORD000899,not_returned
ORD000900,not_returned
ORD000901,quality_defect
ORD000902,size_too_large
ORD000903,not_returned
ORD000904,not_returned
ORD000905,poor_fit
ORD000906,not_returned
ORD000907,not_returned
ORD000908,not_returned
ORD000909,size_too_small
ORD000910,not_returned
ORD000911,not_returned
ORD000912,wrong_color
ORD000913,not_returned
ORD000914,not_returned
ORD000915,changed_mind
ORD000916,not_returned
ORD000917,not_returned
ORD000918,not_returned
ORD000919,not_returned
ORD000920,size_too_large
ORD000921,not_returned
ORD000922,not_returned
ORD000923,size_too_small
ORD000924,not_returned
ORD000925,not_returned
ORD000926,not_returned
ORD000927,size_too_large
ORD000928,not_returned
ORD000929,not_returned
ORD000930,not_returned
ORD000931,poor_fit
ORD000932,not_returned
ORD000933,not_returned
ORD000934,not_returned
ORD000935,not_returned
ORD000936,not_returned
ORD000937,not_returned
ORD000938,not_returned
ORD000939,not_returned
ORD000940,not_returned
ORD000941,not_returned
ORD000942,size_too_small
ORD000943,not_returned
ORD000944,not_returned
ORD000945,size_too_small
ORD000946,size_too_large
ORD000947,not_returned
ORD000948,not_returned
ORD000949,not_returned
ORD000950,not_returned
ORD000951,quality_defect
ORD000952,not_returned
ORD000953,changed_mind
ORD000954,wrong_color
ORD000955,not_returned
ORD000956,not_returned
ORD000957,not_returned
ORD000958,not_returned
ORD000959,not_returned
ORD000960,not_returned
ORD000961,not_returned
ORD000962,not_returned
ORD000963,not_returned
ORD000964,not_returned
ORD000965,not_returned
ORD000966,not_returned
ORD000967,not_returned
ORD000968,not_returned
ORD000969,not_returned
ORD000970,not_returned
ORD000971,not_returned
ORD000972,not_returned
ORD000973,not_returned
ORD000974,not_returned
ORD000975,not_returned
ORD000976,not_returned
ORD000977,not_returned
ORD000978,size_too_large
ORD000979,not_returned
ORD000980,not_returned
ORD000981,not_returned
ORD000982,size_too_large
ORD000983,not_returned
ORD000984,not_returned
ORD000985,not_returned
ORD000986,not_returned
ORD000987,not_returned
ORD000988,not_returned
ORD000989,not_returned
ORD000990,poor_fit
ORD000991,not_returned
ORD000992,not_returned
ORD000993,not_returned
ORD000994,not_returned
ORD000995,size_too_small
ORD000996,size_too_large
ORD000997,not_returned
ORD000998,not_returned
ORD000999,not_returned
ORD001000,not_returned
ORD001001,not_returned
ORD001002,not_returned
ORD001003,not_returned
ORD001004,not_returned
ORD001005,not_returned
ORD001006,wrong_color
ORD001007,not_returned
ORD001008,size_too_large
ORD001009,not_returned
ORD001010,not_returned
ORD001011,changed_mind
ORD001012,not_returned
ORD001013,not_returned
ORD001014,not_returned
ORD001015,not_returned
ORD001016,not_returned
ORD001017,not_returned
ORD001018,poor_fit
ORD001019,not_returned
ORD001020,not_returned
ORD001021,not_returned
ORD001022,size_too_large
ORD001023,size_too_large
ORD001024,not_returned
ORD001025,not_returned
ORD001026,size_too_large
ORD001027,not_returned
ORD001028,not_returned
ORD001029,changed_mind
ORD001030,size_too_large
ORD001031,not_returned
ORD001032,size_too_small
ORD001033,not_returned
ORD001034,not_returned
ORD001035,quality_defect
ORD001036,not_returned
ORD001037,not_returned
ORD001038,poor_fit
ORD001039,not_returned
ORD001040,not_returned
ORD001041,not_returned
ORD001042,size_too_small
ORD001043,size_too_small
ORD001044,not_returned
ORD001045,not_returned
ORD001046,size_too_small
ORD001047,not_returned
ORD001048,not_returned
ORD001049,changed_mind
ORD001050,not_returned
ORD001051,not_returned
ORD001052,not_returned
ORD001053,not_returned
ORD001054,not_returned
ORD001055,not_returned
ORD001056,not_returned
ORD001057,not_returned
ORD001058,not_returned
ORD001059,not_returned
ORD001060,not_returned
ORD001061,changed_mind
ORD001062,not_returned
ORD001063,size_too_large
ORD001064,size_too_large
ORD001065,not_returned
ORD001066,wrong_color
ORD001067,not_returned
ORD001068,not_returned
ORD001069,not_returned
ORD001070,not_returned
ORD001071,not_returned
ORD001072,not_returned
ORD001073,not_returned
ORD001074,poor_fit
ORD001075,not_returned
ORD001076,not_returned
ORD001077,quality_defect
ORD001078,not_returned
ORD001079,not_returned
ORD001080,poor_fit
ORD001081,not_returned
ORD001082,not_returned
ORD001083,not_returned
ORD001084,not_returned
ORD001085,not_returned
ORD001086,not_returned
ORD001087,not_returned
ORD001088,not_returned
ORD001089,not_returned
ORD001090,not_returned
ORD001091,not_returned
ORD001092,not_returned
ORD001093,size_too_large
ORD001094,quality_defect
ORD001095,size_too_large
ORD001096,not_returned
ORD001097,not_returned
ORD001098,not_returned
ORD001099,damaged
ORD001100,not_returned
ORD001101,not_returned
ORD001102,not_returned
ORD001103,not_returned
ORD001104,not_returned
ORD001105,damaged
ORD001106,quality_defect
ORD001107,poor_fit
ORD001108,size_too_large
ORD001109,not_returned
ORD001110,poor_fit
ORD001111,changed_mind
ORD001112,size_too_small
ORD001113,not_returned
ORD001114,changed_mind
ORD001115,size_too_large
ORD001116,damaged
ORD001117,not_returned
ORD001118,poor_fit
ORD001119,not_returned
ORD001120,not_returned
ORD001121,not_returned
ORD001122,quality_defect
ORD001123,not_returned
ORD001124,not_returned
ORD001125,size_too_large
ORD001126,size_too_large
ORD001127,damaged
ORD001128,size_too_small
ORD001129,not_returned
ORD001130,not_returned
ORD001131,not_returned
ORD001132,not_returned
ORD001133,not_returned
ORD001134,not_returned
ORD001135,not_returned
ORD001136,not_returned
ORD001137,quality_defect
ORD001138,not_returned
ORD001139,not_returned
ORD001140,not_returned
ORD001141,not_returned
ORD001142,not_returned
ORD001143,not_returned
ORD001144,not_returned
ORD001145,not_returned
ORD001146,not_returned
ORD001147,size_too_large
ORD001148,not_returned
ORD001149,not_returned
ORD001150,not_returned
ORD001151,size_too_large
ORD001152,not_returned
ORD001153,not_returned
ORD001154,poor_fit
ORD001155,size_too_large
ORD001156,wrong_color
ORD001157,size_too_large
ORD001158,not_returned
ORD001159,not_returned
ORD001160,not_returned
ORD001161,size_too_large
ORD001162,not_returned
ORD001163,not_returned
ORD001164,size_too_large
ORD001165,not_returned
ORD001166,not_returned
ORD001167,not_returned
ORD001168,not_returned
ORD001169,size_too_small
ORD001170,not_returned
ORD001171,not_returned
ORD001172,not_returned
ORD001173,not_returned
ORD001174,size_too_large
ORD001175,wrong_color
ORD001176,size_too_large
ORD001177,not_returned
ORD001178,not_returned
ORD001179,not_returned
ORD001180,not_returned
ORD001181,not_returned
ORD001182,damaged
ORD001183,poor_fit
ORD001184,not_returned
ORD001185,wrong_color
ORD001186,size_too_small
ORD001187,not_returned
ORD001188,damaged
ORD001189,not_returned
ORD001190,wrong_color
ORD001191,not_returned
ORD001192,not_returned
ORD001193,not_returned
ORD001194,not_returned
ORD001195,not_returned
ORD001196,not_returned
ORD001197,not_returned
ORD001198,not_returned
ORD001199,damaged
ORD001200,not_returned
ORD001201,size_too_large
ORD001202,not_returned
ORD001203,size_too_large
ORD001204,not_returned
ORD001205,not_returned
ORD001206,damaged
ORD001207,size_too_small
ORD001208,not_returned
ORD001209,size_too_small
ORD001210,not_returned
ORD001211,not_returned
ORD001212,not_returned
ORD001213,poor_fit
ORD001214,size_too_small
ORD001215,not_returned
ORD001216,wrong_color
ORD001217,size_too_small
ORD001218,not_returned
ORD001219,not_returned
ORD001220,not_returned
ORD001221,not_returned
ORD001222,not_returned
ORD001223,poor_fit
ORD001224,size_too_small
ORD001225,not_returned
ORD001226,not_returned
ORD001227,wrong_color
ORD001228,not_returned
ORD001229,not_returned
ORD001230,not_returned
ORD001231,not_returned
ORD001232,not_returned
ORD001233,not_returned
ORD001234,not_returned
ORD001235,not_returned
ORD001236,not_returned
ORD001237,not_returned
ORD001238,size_too_small
ORD001239,size_too_large
ORD001240,not_returned
ORD001241,not_returned
ORD001242,size_too_large
ORD001243,changed_mind
